COD CLIENTE,COD UNID,COD SERVICIO,Compañía,Cliente,Unidad,Servicio,F. Inicio,Fecha Fin,Personal_Requerido,Personal_Estimado,Personal_Real,Déficit_Superávit,% Cobertura,Estado,Registros_Totales,Registros_Duplicados,Origen_Registro,Lider Zonal,Zona,MacroZona
143729,19752,95,J&V Resguardo S.A.C.,LABORATORIOS AC FARMA S.A.,LAB. AC FARMA CALLE TELARES 229-231 ATE,AGENTE SEGURIDAD 24 HRS L/D,2021-03-01,2099-12-31,2,2.3333333333333335,3,0.6666666666666665,128.6,Excedente,3,0,Servicio_Vivo,JOSE SIFUENTES,ZONA C3,ZONA CENTRO
143730,19750,95,J&V Resguardo S.A.C.,AC AGREGADOS SOCIEDAD ANONIMA - AC AGREGADOS S.A.,AC AGREGADOS CANTERA ASIA,AGENTE SEGURIDAD 24 HRS L/D,2021-03-01,2099-12-31,2,2.3333333333333335,2,-0.3333333333333335,85.7,Déficit,2,0,Servicio_Vivo,GILMER GARCIA,ZONA S5,ZONA SUR
143904,19766,95,J&V Resguardo S.A.C.,GESTORES MEDICOS SOCIEDAD ANONIMA CERRADA,CLÍNICA VILLA SALUD VES,AGENTE SEGURIDAD 24 HRS L/D,2021-02-01,2099-12-31,2,2.3333333333333335,2,-0.3333333333333335,85.7,Déficit,2,0,Servicio_Vivo,CARLOS HUAMAN,ZONA S2,ZONA SUR
143978,19793,097,J&V Resguardo S.A.C.,SERVICIOS DE MOLDES PLASTICOS S.A.C.,SERMOPLAST PLANTA LURÍN,JEFE DE GRUPO 12 HRS L/D DÍA,2021-01-31,2099-12-31,1,1.1666666666666667,0,,,Sin_Datos,0,0,Servicio_Vivo,FERNANDO YUCRA,ZONA S7,ZONA SUR
143978,19793,95,J&V Resguardo S.A.C.,SERVICIOS DE MOLDES PLASTICOS S.A.C.,SERMOPLAST PLANTA LURÍN,AGENTE SEGURIDAD 24 HRS L/D,2021-01-31,2099-12-31,4,4.666666666666667,5,0.33333333333333304,107.1,Excedente,5,0,Servicio_Vivo,FERNANDO YUCRA,ZONA S7,ZONA SUR
143990,25055,95,J&V Resguardo S.A.C.,EDITORA EXPRESO EXTRA S.A.C.,EDITORA EXPRESO SEDE LIMA CERCADO,AGENTE SEGURIDAD 24 HRS L/D,2024-04-01,2099-12-31,2,2.3333333333333335,2,-0.3333333333333335,85.7,Déficit,2,0,Servicio_Vivo,ALEJANDRO RIVAS,ZONA N8,ZONA NORTE
144133,21685,K23,J&V Resguardo S.A.C.,ONCOCENTER PERU S.A.C.,AUNA CLÍNICA GUARDIA CIVIL SAN BORJA CDRA. 2,AGENTE PREVENCIÓN 24 HRS L/D,2023-09-01,2099-12-31,2,2.3333333333333335,8,5.666666666666666,342.9,Excedente,8,0,Servicio_Vivo,GEORGE GARCIA,ZONA S1,ZONA SUR
144133,21685,K23,J&V Resguardo S.A.C.,ONCOCENTER PERU S.A.C.,AUNA CLÍNICA GUARDIA CIVIL SAN BORJA CDRA. 2,AGENTE PREVENCIÓN 24 HRS L/D,2022-05-01,2099-12-31,4,4.666666666666667,8,3.333333333333333,171.4,Excedente,8,0,Servicio_Vivo,GEORGE GARCIA,ZONA S1,ZONA SUR
144133,21685,K27,J&V Resguardo S.A.C.,ONCOCENTER PERU S.A.C.,AUNA CLÍNICA GUARDIA CIVIL SAN BORJA CDRA. 2,AGENTE PREVENCIÓN 14 HRS L/D DÍA,2022-05-01,2099-12-31,1,1.1666666666666667,2,0.8333333333333333,171.4,Excedente,2,0,Servicio_Vivo,GEORGE GARCIA,ZONA S1,ZONA SUR
144133,21686,K23,J&V Resguardo S.A.C.,ONCOCENTER PERU S.A.C.,AUNA CLÍNICA GUARDIA CIVIL SAN ISIDRO CDRA. 3,AGENTE PREVENCIÓN 24 HRS L/D,2022-05-01,2099-12-31,4,4.666666666666667,5,0.33333333333333304,107.1,Excedente,5,0,Servicio_Vivo,GEORGE GARCIA,ZONA S1,ZONA SUR
144133,21686,K28,J&V Resguardo S.A.C.,ONCOCENTER PERU S.A.C.,AUNA CLÍNICA GUARDIA CIVIL SAN ISIDRO CDRA. 3,AGENTE PREVENCIÓN 12 HRS L/D DÍA,2022-05-01,2099-12-31,1,1.1666666666666667,2,0.8333333333333333,171.4,Excedente,2,0,Servicio_Vivo,GEORGE GARCIA,ZONA S1,ZONA SUR
144133,21687,L45,J&V Resguardo S.A.C.,ONCOCENTER PERU S.A.C.,AUNA CLÍNICA BIENESTAR MIRAFLORES,AGENTE PREVENCIÓN 08 HRS L/S DÍA,2022-12-01,2099-12-31,2,2.0,2,0.0,100.0,Completo,2,0,Servicio_Vivo,JHOMAR MONTENEGRO,ZONA C10,ZONA CENTRO
144133,21689,I94,J&V Resguardo S.A.C.,ONCOCENTER PERU S.A.C.,AUNA ONCO 5 GUARDIA CIVIL SAN BORJA CDRA. 5,SUPERVISOR RESIDENTE 12 HRS L/S DÍA,2022-05-01,2099-12-31,1,1.0,1,0.0,100.0,Completo,1,0,Servicio_Vivo,GEORGE GARCIA,ZONA S1,ZONA SUR
144133,21689,K23,J&V Resguardo S.A.C.,ONCOCENTER PERU S.A.C.,AUNA ONCO 5 GUARDIA CIVIL SAN BORJA CDRA. 5,AGENTE PREVENCIÓN 24 HRS L/D,2022-05-01,2099-12-31,4,4.666666666666667,5,0.33333333333333304,107.1,Excedente,5,0,Servicio_Vivo,GEORGE GARCIA,ZONA S1,ZONA SUR
144133,21689,K25,J&V Resguardo S.A.C.,ONCOCENTER PERU S.A.C.,AUNA ONCO 5 GUARDIA CIVIL SAN BORJA CDRA. 5,AGENTE PREVENCIÓN 12 HRS L/S DÍA,2022-05-01,2099-12-31,2,2.0,2,0.0,100.0,Completo,2,0,Servicio_Vivo,GEORGE GARCIA,ZONA S1,ZONA SUR
144133,21689,K28,J&V Resguardo S.A.C.,ONCOCENTER PERU S.A.C.,AUNA ONCO 5 GUARDIA CIVIL SAN BORJA CDRA. 5,AGENTE PREVENCIÓN 12 HRS L/D DÍA,2022-05-01,2099-12-31,1,1.1666666666666667,1,-0.16666666666666674,85.7,Déficit,1,0,Servicio_Vivo,GEORGE GARCIA,ZONA S1,ZONA SUR
144133,21690,K23,J&V Resguardo S.A.C.,ONCOCENTER PERU S.A.C.,AUNA CASA BIENESTAR BENAVIDES,AGENTE PREVENCIÓN 24 HRS L/D,2022-05-01,2099-12-31,2,2.3333333333333335,3,0.6666666666666665,128.6,Excedente,3,0,Servicio_Vivo,CARLOS BRACAMONTE,ZONA C12,ZONA CENTRO
144133,21691,K23,J&V Resguardo S.A.C.,ONCOCENTER PERU S.A.C.,AUNA RADIONCOLOGÍA SI MIRAFLORES,AGENTE PREVENCIÓN 24 HRS L/D,2022-05-01,2099-12-31,2,2.3333333333333335,3,0.6666666666666665,128.6,Excedente,3,0,Servicio_Vivo,LUIS FAJARDO,ZONA C7,ZONA CENTRO
144133,21691,K25,J&V Resguardo S.A.C.,ONCOCENTER PERU S.A.C.,AUNA RADIONCOLOGÍA SI MIRAFLORES,AGENTE PREVENCIÓN 12 HRS L/S DÍA,2022-05-01,2099-12-31,1,1.0,1,0.0,100.0,Completo,1,0,Servicio_Vivo,LUIS FAJARDO,ZONA C7,ZONA CENTRO
144133,21692,K25,J&V Resguardo S.A.C.,ONCOCENTER PERU S.A.C.,AUNA CASA BIENESTAR MIRAFLORES,AGENTE PREVENCIÓN 12 HRS L/S DÍA,2022-12-15,2099-12-31,1,1.0,1,0.0,100.0,Completo,1,0,Servicio_Vivo,JHOMAR MONTENEGRO,ZONA C10,ZONA CENTRO
144133,21948,K23,J&V Resguardo S.A.C.,ONCOCENTER PERU S.A.C.,AUNA INMUEBLE PIURA,AGENTE PREVENCIÓN 24 HRS L/D,2022-05-01,2099-12-31,2,2.3333333333333335,2,-0.3333333333333335,85.7,Déficit,2,0,Servicio_Vivo,JUAN CRUZ,REGION PIURA,REGION NORTE
144133,22331,L15,Liderman Servicios S.A.C.,ONCOCENTER PERU S.A.C.,AUNA GUARDIA CIVIL SAN BORJA PARKING,VALET PARKING 12 HRS L/V + 09 HRS SAB DÍA,2022-09-19,2099-12-31,1,1.0,1,0.0,100.0,Completo,1,0,Servicio_Vivo,JESUS BRACAMONTE,ZONA PD1,ZONA PARKING Y DELIVERY
144133,22396,O15,Liderman Servicios S.A.C.,ONCOCENTER PERU S.A.C.,AUNA CLÍNICA MIRAFLORES PARKING,VALET PARKING 13 HRS L/S DÍA,2024-02-29,2099-12-31,1,1.0,3,2.0,300.0,Excedente,3,0,Servicio_Vivo,JESUS BRACAMONTE,ZONA PD1,ZONA PARKING Y DELIVERY
144133,22396,O15,Liderman Servicios S.A.C.,ONCOCENTER PERU S.A.C.,AUNA CLÍNICA MIRAFLORES PARKING,VALET PARKING 13 HRS L/S DÍA,2024-03-01,2099-12-31,2,2.0,3,1.0,150.0,Excedente,3,0,Servicio_Vivo,JESUS BRACAMONTE,ZONA PD1,ZONA PARKING Y DELIVERY
144133,22418,L15,Liderman Servicios S.A.C.,ONCOCENTER PERU S.A.C.,AUNA GUARDIA CIVIL CUADRA 2 SAN BORJA PARKING,VALET PARKING 12 HRS L/V + 09 HRS SAB DÍA,2022-10-13,2099-12-31,1,1.0,1,0.0,100.0,Completo,1,0,Servicio_Vivo,JESUS BRACAMONTE,ZONA PD1,ZONA PARKING Y DELIVERY
144133,22452,F18,Liderman Servicios S.A.C.,ONCOCENTER PERU S.A.C.,AUNA CLÍNICA VALLESUR AREQUIPA PARKING,VALET PARKING 12 HRS L/S DIA,2022-11-10,2099-12-31,1,1.0,2,1.0,200.0,Excedente,2,0,Servicio_Vivo,JESUS BRACAMONTE,ZONA PD1,ZONA PARKING Y DELIVERY
144133,22452,F18,Liderman Servicios S.A.C.,ONCOCENTER PERU S.A.C.,AUNA CLÍNICA VALLESUR AREQUIPA PARKING,VALET PARKING 12 HRS L/S DIA,2022-11-22,2099-12-31,1,1.0,2,1.0,200.0,Excedente,2,0,Servicio_Vivo,JESUS BRACAMONTE,ZONA PD1,ZONA PARKING Y DELIVERY
144133,22452,F20,Liderman Servicios S.A.C.,ONCOCENTER PERU S.A.C.,AUNA CLÍNICA VALLESUR AREQUIPA PARKING,AGENTE PARKING 08 HRS L/S DÍA,2022-10-18,2099-12-31,1,1.0,1,0.0,100.0,Completo,1,0,Servicio_Vivo,JESUS BRACAMONTE,ZONA PD1,ZONA PARKING Y DELIVERY
144133,22452,L43,Liderman Servicios S.A.C.,ONCOCENTER PERU S.A.C.,AUNA CLÍNICA VALLESUR AREQUIPA PARKING,SUPERVISOR PARKING 12 HRS L/S DÍA,2023-04-01,2099-12-31,1,1.0,1,0.0,100.0,Completo,1,0,Servicio_Vivo,JESUS BRACAMONTE,ZONA PD1,ZONA PARKING Y DELIVERY
144133,22452,L89,Liderman Servicios S.A.C.,ONCOCENTER PERU S.A.C.,AUNA CLÍNICA VALLESUR AREQUIPA PARKING,CAJERO PARKING 08 HRS L/S DÍA,2023-04-03,2099-12-31,1,1.0,1,0.0,100.0,Completo,1,0,Servicio_Vivo,JESUS BRACAMONTE,ZONA PD1,ZONA PARKING Y DELIVERY
144133,22602,L42,Liderman Servicios S.A.C.,ONCOCENTER PERU S.A.C.,AUNA CLÍNICA CHICLAYO PARKING,CAJERO 08 HRS L/S DÍA,2022-11-28,2099-12-31,1,1.0,1,0.0,100.0,Completo,1,0,Servicio_Vivo,JESUS BRACAMONTE,ZONA PD1,ZONA PARKING Y DELIVERY
144133,22602,L43,Liderman Servicios S.A.C.,ONCOCENTER PERU S.A.C.,AUNA CLÍNICA CHICLAYO PARKING,SUPERVISOR PARKING 12 HRS L/S DÍA,2022-11-28,2099-12-31,1,1.0,1,0.0,100.0,Completo,1,0,Servicio_Vivo,JESUS BRACAMONTE,ZONA PD1,ZONA PARKING Y DELIVERY
144133,22834,L42,Liderman Servicios S.A.C.,ONCOCENTER PERU S.A.C.,AUNA GUARDIA CIVIL SAN ISIDRO CDRA. 3 PARKING,CAJERO 08 HRS L/S DÍA,2023-01-16,2099-12-31,1,1.0,2,1.0,200.0,Excedente,2,0,Servicio_Vivo,JESUS BRACAMONTE,ZONA PD1,ZONA PARKING Y DELIVERY
144133,22834,L42,Liderman Servicios S.A.C.,ONCOCENTER PERU S.A.C.,AUNA GUARDIA CIVIL SAN ISIDRO CDRA. 3 PARKING,CAJERO 08 HRS L/S DÍA,2024-04-01,2099-12-31,1,1.0,2,1.0,200.0,Excedente,2,0,Servicio_Vivo,JESUS BRACAMONTE,ZONA PD1,ZONA PARKING Y DELIVERY
144133,23356,F20,Liderman Servicios S.A.C.,ONCOCENTER PERU S.A.C.,AUNA CBA INDEPENDENCIA PARKING,AGENTE PARKING 08 HRS L/S DÍA,2024-09-02,2099-12-31,1,1.0,1,0.0,100.0,Completo,1,0,Servicio_Vivo,JESUS BRACAMONTE,ZONA PD1,ZONA PARKING Y DELIVERY
144133,23356,M66,Liderman Servicios S.A.C.,ONCOCENTER PERU S.A.C.,AUNA CBA INDEPENDENCIA PARKING,VALET PARKING 13 HRS L/V + 08 HRS SAB DÍA,2023-07-01,2099-12-31,1,1.0,1,0.0,100.0,Completo,1,0,Servicio_Vivo,JESUS BRACAMONTE,ZONA PD1,ZONA PARKING Y DELIVERY
144133,23356,M67,Liderman Servicios S.A.C.,ONCOCENTER PERU S.A.C.,AUNA CBA INDEPENDENCIA PARKING,AGENTE PARKING 13 HRS L/V + 08 HRS SAB DÍA,2023-07-01,2099-12-31,1,1.0,1,0.0,100.0,Completo,1,0,Servicio_Vivo,JESUS BRACAMONTE,ZONA PD1,ZONA PARKING Y DELIVERY
144133,23356,M68,Liderman Servicios S.A.C.,ONCOCENTER PERU S.A.C.,AUNA CBA INDEPENDENCIA PARKING,VALET PARKING 12 HRS L/V + 08 HRS SAB DÍA,2023-09-01,2099-12-31,1,1.0,2,1.0,200.0,Excedente,2,0,Servicio_Vivo,JESUS BRACAMONTE,ZONA PD1,ZONA PARKING Y DELIVERY
144133,23356,M68,Liderman Servicios S.A.C.,ONCOCENTER PERU S.A.C.,AUNA CBA INDEPENDENCIA PARKING,VALET PARKING 12 HRS L/V + 08 HRS SAB DÍA,2023-07-01,2099-12-31,1,1.0,2,1.0,200.0,Excedente,2,0,Servicio_Vivo,JESUS BRACAMONTE,ZONA PD1,ZONA PARKING Y DELIVERY
144133,24486,L42,Liderman Servicios S.A.C.,ONCOCENTER PERU S.A.C.,CLINICA ONCOSALUD AUNA GUARDIA CIVIL C/DRA 5 PARKING,CAJERO 08 HRS L/S DÍA,2023-12-18,2099-12-31,1,1.0,1,0.0,100.0,Completo,1,0,Servicio_Vivo,JESUS BRACAMONTE,ZONA PD1,ZONA PARKING Y DELIVERY
144133,24486,M26,Liderman Servicios S.A.C.,ONCOCENTER PERU S.A.C.,CLINICA ONCOSALUD AUNA GUARDIA CIVIL C/DRA 5 PARKING,CAJERO PARKING 08 HRS L/S TARDE,2023-12-18,2099-12-31,1,1.0,1,0.0,100.0,Completo,1,0,Servicio_Vivo,JESUS BRACAMONTE,ZONA PD1,ZONA PARKING Y DELIVERY
144133,25985,I51,J&V Resguardo S.A.C.,ONCOCENTER PERU S.A.C.,AUNA ADMINISTRATIVO (TAREO),ASISTENTE ADMINISTRATIVO 12 HRS L/S DÍA,2024-09-25,2099-12-31,1,1.0,1,0.0,100.0,Completo,1,0,Servicio_Vivo,JHOMAR MONTENEGRO,ZONA C10,ZONA CENTRO
144268,19862,95,J&V Resguardo S.A.C.,INVERSIONES MIRANAVES SOCIEDAD ANONIMA CERRADA - M,TASA PLANTA ILO,AGENTE SEGURIDAD 24 HRS L/D,2021-02-01,2099-12-31,2,2.3333333333333335,2,-0.3333333333333335,85.7,Déficit,2,0,Servicio_Vivo,BERARDO ROMERO,REGION MOQUEGUA,REGION SUR
144268,24367,216,J&V Resguardo S.A.C.,INVERSIONES MIRANAVES SOCIEDAD ANONIMA CERRADA - M,RONDA CHIMBOTE,SUPERVISOR SEGURIDAD 08 HRS L/D DÍA,2023-11-06,2099-12-31,1,1.1666666666666667,1,-0.16666666666666674,85.7,Déficit,1,0,Servicio_Vivo,MIGUEL ROMERO,REGION CHIMBOTE,REGION NORTE
144275,20103,95,J&V Resguardo S.A.C.,KAR LOGISTICS PERU S.A.C.,KAR LOGISTICS LOCAL LURIN,AGENTE SEGURIDAD 24 HRS L/D,2021-06-02,2099-12-31,2,2.3333333333333335,3,0.6666666666666665,128.6,Excedente,3,0,Servicio_Vivo,FERNANDO YUCRA,ZONA S7,ZONA SUR
144275,26274,95,J&V Resguardo S.A.C.,KAR LOGISTICS PERU S.A.C.,KAR LOGISTICS LOCAL LURIN PLANTA 2,AGENTE SEGURIDAD 24 HRS L/D,2025-01-06,2099-12-31,2,2.3333333333333335,2,-0.3333333333333335,85.7,Déficit,2,0,Servicio_Vivo,FERNANDO YUCRA,ZONA S7,ZONA SUR
144619,19921,113,J&V Resguardo S.A.C.,JUNTA DE PROPIETARIOS CENTRO CAMINO REAL,CENTRO COMERCIAL CAMINO REAL SAN ISIDRO,OPERADOR CENTRO CONTROL 24 HRS L/D,2021-04-20,2099-12-31,2,2.3333333333333335,3,0.6666666666666665,128.6,Excedente,3,0,Servicio_Vivo,MARTIN MENDOZA,ZONA RT3,ZONA RETAIL
144619,19921,41,J&V Resguardo S.A.C.,JUNTA DE PROPIETARIOS CENTRO CAMINO REAL,CENTRO COMERCIAL CAMINO REAL SAN ISIDRO,AGENTE SEGURIDAD 12 HRS L/D DÍA,2021-11-01,2099-12-31,1,1.1666666666666667,2,0.8333333333333333,171.4,Excedente,2,0,Servicio_Vivo,MARTIN MENDOZA,ZONA RT3,ZONA RETAIL
144619,19921,870,J&V Resguardo S.A.C.,JUNTA DE PROPIETARIOS CENTRO CAMINO REAL,CENTRO COMERCIAL CAMINO REAL SAN ISIDRO,PREVENCIONISTA 12 HRS L/D (DÍA),2021-04-20,2099-12-31,1,1.1666666666666667,2,0.8333333333333333,171.4,Excedente,2,0,Servicio_Vivo,MARTIN MENDOZA,ZONA RT3,ZONA RETAIL
144619,19921,95,J&V Resguardo S.A.C.,JUNTA DE PROPIETARIOS CENTRO CAMINO REAL,CENTRO COMERCIAL CAMINO REAL SAN ISIDRO,AGENTE SEGURIDAD 24 HRS L/D,2021-04-20,2099-12-31,4,4.666666666666667,6,1.333333333333333,128.6,Excedente,6,0,Servicio_Vivo,MARTIN MENDOZA,ZONA RT3,ZONA RETAIL
144638,19987,113,J&V Resguardo S.A.C.,MINERA BARRICK PERU S.A.,MINERA BARRICK PIERINA,OPERADOR CENTRO CONTROL 24 HRS L/D,2021-04-01,2099-12-31,2,3.0,3,0.0,100.0,Completo,3,0,Servicio_Vivo,GINO GONZALES,REGION HUARAZ,REGION NORTE
144638,19987,307,J&V Resguardo S.A.C.,MINERA BARRICK PERU S.A.,MINERA BARRICK PIERINA,JEFE DE GRUPO 08 HRS L/D DÍA,2021-04-01,2099-12-31,1,1.5,2,0.5,133.3,Excedente,2,0,Servicio_Vivo,GINO GONZALES,REGION HUARAZ,REGION NORTE
144638,19987,309,J&V Resguardo S.A.C.,MINERA BARRICK PERU S.A.,MINERA BARRICK PIERINA,JEFE DE GRUPO 08 HRS L/D NOCHE,2021-04-01,2099-12-31,1,1.5,1,-0.5,66.7,Déficit,1,0,Servicio_Vivo,GINO GONZALES,REGION HUARAZ,REGION NORTE
144638,19987,42,J&V Resguardo S.A.C.,MINERA BARRICK PERU S.A.,MINERA BARRICK PIERINA,AGENTE SEGURIDAD 12 HRS L/D NOCHE,2025-01-01,2099-12-31,3,4.5,3,-1.5,66.7,Déficit,3,0,Servicio_Vivo,GINO GONZALES,REGION HUARAZ,REGION NORTE
144638,19987,95,J&V Resguardo S.A.C.,MINERA BARRICK PERU S.A.,MINERA BARRICK PIERINA,AGENTE SEGURIDAD 24 HRS L/D,2025-04-01,2099-12-31,4,6.0,6,0.0,100.0,Completo,6,0,Servicio_Vivo,GINO GONZALES,REGION HUARAZ,REGION NORTE
144638,19987,971,J&V Resguardo S.A.C.,MINERA BARRICK PERU S.A.,MINERA BARRICK PIERINA,SUPERVISOR DE CAMPO 08 HRS L/D DÍA,2021-04-01,2099-12-31,1,1.5,2,0.5,133.3,Excedente,2,0,Servicio_Vivo,GINO GONZALES,REGION HUARAZ,REGION NORTE
144638,19987,E15,J&V Resguardo S.A.C.,MINERA BARRICK PERU S.A.,MINERA BARRICK PIERINA,SUPERVISOR GENERAL 08 HRS L/D DÍA,2021-04-01,2099-12-31,1,1.5,1,-0.5,66.7,Déficit,1,0,Servicio_Vivo,GINO GONZALES,REGION HUARAZ,REGION NORTE
144638,19987,E17,J&V Resguardo S.A.C.,MINERA BARRICK PERU S.A.,MINERA BARRICK PIERINA,SUPERVISOR DE CAMPO 08 HRS L/D NOCHE,2021-04-01,2099-12-31,1,1.5,1,-0.5,66.7,Déficit,1,0,Servicio_Vivo,GINO GONZALES,REGION HUARAZ,REGION NORTE
144638,19988,118,J&V Resguardo S.A.C.,MINERA BARRICK PERU S.A.,MINERA BARRICK SERVICIO DE RESGUARDO,RESGUARDO 12 HRS L/S (DÍA),2025-01-01,2099-12-31,1,1.0,1,0.0,100.0,Completo,1,0,Servicio_Vivo,VICTOR REATEGUI,ZONA CR1,ZONA RESGUARDOS
144638,25152,184,J&V Resguardo S.A.C.,MINERA BARRICK PERU S.A.,SERV. ADIC. MINERA BARRICK PIERINA,OPERADOR CENTRO DE CONTROL 12 HRS L/D DÍA,2025-05-22,2099-12-31,1,1.5,0,,,Sin_Datos,0,0,Servicio_Vivo,GINO GONZALES,REGION HUARAZ,REGION NORTE
144638,25152,307,J&V Resguardo S.A.C.,MINERA BARRICK PERU S.A.,SERV. ADIC. MINERA BARRICK PIERINA,JEFE DE GRUPO 08 HRS L/D DÍA,2025-05-22,2099-12-31,1,1.5,0,,,Sin_Datos,0,0,Servicio_Vivo,GINO GONZALES,REGION HUARAZ,REGION NORTE
144638,25152,971,J&V Resguardo S.A.C.,MINERA BARRICK PERU S.A.,SERV. ADIC. MINERA BARRICK PIERINA,SUPERVISOR DE CAMPO 08 HRS L/D DÍA,2025-05-22,2099-12-31,1,1.5,0,,,Sin_Datos,0,0,Servicio_Vivo,GINO GONZALES,REGION HUARAZ,REGION NORTE
144638,25152,A18,J&V Resguardo S.A.C.,MINERA BARRICK PERU S.A.,SERV. ADIC. MINERA BARRICK PIERINA,AGENTE SEGURIDAD 12 HRS L/D DÍA.,2025-05-22,2099-12-31,1,1.5,0,,,Sin_Datos,0,0,Servicio_Vivo,GINO GONZALES,REGION HUARAZ,REGION NORTE
144638,25152,E15,J&V Resguardo S.A.C.,MINERA BARRICK PERU S.A.,SERV. ADIC. MINERA BARRICK PIERINA,SUPERVISOR GENERAL 08 HRS L/D DÍA,2025-05-22,2099-12-31,1,1.5,0,,,Sin_Datos,0,0,Servicio_Vivo,GINO GONZALES,REGION HUARAZ,REGION NORTE
144638,25979,066,J&V Resguardo S.A.C.,MINERA BARRICK PERU S.A.,MINERA BARRICK EXPLORACIONES,CONDUCTOR SEGURIDAD 12 HRS L/D (DÍA),2024-09-16,2099-12-31,1,1.5,0,,,Sin_Datos,0,0,Servicio_Vivo,GINO GONZALES,REGION HUARAZ,REGION NORTE
144638,25979,42,J&V Resguardo S.A.C.,MINERA BARRICK PERU S.A.,MINERA BARRICK EXPLORACIONES,AGENTE SEGURIDAD 12 HRS L/D NOCHE,2024-12-09,2099-12-31,1,1.5,0,,,Sin_Datos,0,0,Servicio_Vivo,GINO GONZALES,REGION HUARAZ,REGION NORTE
144638,25979,A18,J&V Resguardo S.A.C.,MINERA BARRICK PERU S.A.,MINERA BARRICK EXPLORACIONES,AGENTE SEGURIDAD 12 HRS L/D DÍA.,2024-09-26,2099-12-31,1,1.5,0,,,Sin_Datos,0,0,Servicio_Vivo,GINO GONZALES,REGION HUARAZ,REGION NORTE
144638,25979,F93,J&V Resguardo S.A.C.,MINERA BARRICK PERU S.A.,MINERA BARRICK EXPLORACIONES,SUPERVISOR SEGURIDAD 08 HRS L/D DÍA,2024-09-26,2099-12-31,1,1.5,0,,,Sin_Datos,0,0,Servicio_Vivo,GINO GONZALES,REGION HUARAZ,REGION NORTE
145649,20039,151,J&V Resguardo S.A.C.,METALPREN S. A.,METALPREN LOCAL PRINCIPAL MINERALES 310,SUPERVISOR SEGURIDAD 12 HRS L/D (DIA),2022-05-01,2099-12-31,1,1.1666666666666667,1,-0.16666666666666674,85.7,Déficit,1,0,Servicio_Vivo,ALEJANDRO RIVAS,ZONA N8,ZONA NORTE
145649,20039,48,J&V Resguardo S.A.C.,METALPREN S. A.,METALPREN LOCAL PRINCIPAL MINERALES 310,AGENTE SEGURIDAD 12 HRS L/S DÍA,2024-08-22,2099-12-31,1,1.0,1,0.0,100.0,Completo,1,0,Servicio_Vivo,ALEJANDRO RIVAS,ZONA N8,ZONA NORTE
145649,20039,53,J&V Resguardo S.A.C.,METALPREN S. A.,METALPREN LOCAL PRINCIPAL MINERALES 310,AGENTE SEGURIDAD 12 HRS L/V (DÍA),2022-05-01,2099-12-31,1,1.0,1,0.0,100.0,Completo,1,0,Servicio_Vivo,ALEJANDRO RIVAS,ZONA N8,ZONA NORTE
145649,20039,78,J&V Resguardo S.A.C.,METALPREN S. A.,METALPREN LOCAL PRINCIPAL MINERALES 310,AGENTE SEGURIDAD 14 HRS L/D DÍA,2022-05-01,2099-12-31,1,1.1666666666666667,1,-0.16666666666666674,85.7,Déficit,1,0,Servicio_Vivo,ALEJANDRO RIVAS,ZONA N8,ZONA NORTE
145649,20039,M40,J&V Resguardo S.A.C.,METALPREN S. A.,METALPREN LOCAL PRINCIPAL MINERALES 310,AGENTE SEGURIDAD 24 HRS L/D (ARMADO),2024-06-01,2099-12-31,8,9.333333333333334,10,0.6666666666666661,107.1,Excedente,10,0,Servicio_Vivo,ALEJANDRO RIVAS,ZONA N8,ZONA NORTE
145649,20040,M40,J&V Resguardo S.A.C.,METALPREN S. A.,METALPREN ALMACÉN ARGENTINA 5954,AGENTE SEGURIDAD 24 HRS L/D (ARMADO),2024-06-01,2099-12-31,2,2.3333333333333335,2,-0.3333333333333335,85.7,Déficit,2,0,Servicio_Vivo,ALEJANDRO RIVAS,ZONA N8,ZONA NORTE
145649,20379,42,J&V Resguardo S.A.C.,METALPREN S. A.,SERV. ADIC. METALPREN LOCAL PRINCIPAL,AGENTE SEGURIDAD 12 HRS L/D NOCHE,2025-05-30,2025-05-30,1,1.1666666666666667,0,,,Sin_Datos,0,0,Servicio_Vivo,ALEJANDRO RIVAS,ZONA N8,ZONA NORTE
146028,20195,95,J&V Resguardo S.A.C.,OPTICTIMES S.A.C.,OPTICTIMES ALMACÉN SAN LUIS,AGENTE SEGURIDAD 24 HRS L/D,2022-05-01,2099-12-31,2,2.3333333333333335,2,-0.3333333333333335,85.7,Déficit,2,0,Servicio_Vivo,WILFREDO NEIRA,ZONA C4,ZONA CENTRO
146130,20198,151,J&V Resguardo S.A.C.,CLINICA JAVIER PRADO S A,CLINICA JAVIER PRADO SAN ISIDRO,SUPERVISOR SEGURIDAD 12 HRS L/D (DIA),2021-06-21,2099-12-31,1,1.1666666666666667,1,-0.16666666666666674,85.7,Déficit,1,0,Servicio_Vivo,LUIS FAJARDO,ZONA C7,ZONA CENTRO
146130,20198,42,J&V Resguardo S.A.C.,CLINICA JAVIER PRADO S A,CLINICA JAVIER PRADO SAN ISIDRO,AGENTE SEGURIDAD 12 HRS L/D NOCHE,2021-06-21,2099-12-31,1,1.1666666666666667,1,-0.16666666666666674,85.7,Déficit,1,0,Servicio_Vivo,LUIS FAJARDO,ZONA C7,ZONA CENTRO
