Cliente_Key,COD UNID,COD SERVICIO,Personal_Real,Cliente_Nombre,Cliente_Key_right,Unidad,Servicio,Personal_Estimado,Cliente_Nombre_right,Cliente,Estado
9416,4195,99,3,URBANIZADORA JARDIN S A,,,,0.0,,URBANIZADORA JARDIN S A,SIN_DATOS
187115,25068,95,5,UNIVERSIDAD CATOLICA SEDES SAPIENTIAE,,,,0.0,,UNIVERSIDAD CATOLICA SEDES SAPIENTIAE,SIN_DATOS
56913,19707,95,5,UNIÓN DE CERVECERÍAS PERUANAS BACKUS Y JOHNSTON SOCIEDAD ANÓNIMA,,,,0.0,,UNIÓN DE CERVECERÍAS PERUANAS BACKUS Y JOHNSTON SOCIEDAD ANÓNIMA,SIN_DATOS
21713,21713,184,1,(en blanco),,,,0.0,,(en blanco),SIN_DATOS
64608,26441,95,2,DIVECENTER S.A.C.,,,,0.0,,DIVECENTER S.A.C.,SIN_DATOS
71436,9696,48,1,ALICORP SAA,,,,0.0,,ALICORP SAA,SIN_DATOS
111592,26466,41,1,INVERSIONES CENTENARIO S.A.A.,,,,0.0,,INVERSIONES CENTENARIO S.A.A.,SIN_DATOS
82747,3363,95,12,FERREYROS SOCIEDAD ANÓNIMA,,,,0.0,,FERREYROS SOCIEDAD ANÓNIMA,SIN_DATOS
80450,3038,42,3,EL MOLLE VERDE S.A.C.,,,,0.0,,EL MOLLE VERDE S.A.C.,SIN_DATOS
90912,26344,80,1,RED DE ENERGIA DEL PERU SA,,,,0.0,,RED DE ENERGIA DEL PERU SA,SIN_DATOS
62722,26172,42,2,AUTOPISTA DEL NORTE S.A.C.,,,,0.0,,AUTOPISTA DEL NORTE S.A.C.,SIN_DATOS
156383,22492,95,2,COSTEÑO ALIMENTOS S.A.C.,,,,0.0,,COSTEÑO ALIMENTOS S.A.C.,SIN_DATOS
87857,20445,54,1,SOFTYS PERU S.A.C.,,,,0.0,,SOFTYS PERU S.A.C.,SIN_DATOS
59493,17656,18,3,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,,,,0.0,,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,SIN_DATOS
125009,14128,42,2,COUNTRY CLUB DE VILLA,,,,0.0,,COUNTRY CLUB DE VILLA,SIN_DATOS
7139,23452,48,2,BANCO DE CREDITO DEL PERU,,,,0.0,,BANCO DE CREDITO DEL PERU,SIN_DATOS
56913,19720,80,1,UNIÓN DE CERVECERÍAS PERUANAS BACKUS Y JOHNSTON SOCIEDAD ANÓNIMA,,,,0.0,,UNIÓN DE CERVECERÍAS PERUANAS BACKUS Y JOHNSTON SOCIEDAD ANÓNIMA,SIN_DATOS
140448,18248,48,1,DSV AIR & SEA S.A.,,,,0.0,,DSV AIR & SEA S.A.,SIN_DATOS
105250,8933,69,1,JUNTA DE PROPIETARIOS DEL CENTRO EMPRESARIAL BENAVIDES,,,,0.0,,JUNTA DE PROPIETARIOS DEL CENTRO EMPRESARIAL BENAVIDES,SIN_DATOS
146310,20305,95,3,CHINANGO S.A.C.,,,,0.0,,CHINANGO S.A.C.,SIN_DATOS
131380,23097,95,3,PERUANA DE MOLDEADOS S.A.C.,,,,0.0,,PERUANA DE MOLDEADOS S.A.C.,SIN_DATOS
129915,26016,95,3,FONDO DE INVERSIONES DIVERSIFICADAS SOCIEDAD ANONIMA FODINSA,,,,0.0,,FONDO DE INVERSIONES DIVERSIFICADAS SOCIEDAD ANONIMA FODINSA,SIN_DATOS
102591,17874,42,1,UNIVERSIDAD PRIVADA DEL NORTE SAC,,,,0.0,,UNIVERSIDAD PRIVADA DEL NORTE SAC,SIN_DATOS
102591,8355,26,1,UNIVERSIDAD PRIVADA DEL NORTE SAC,,,,0.0,,UNIVERSIDAD PRIVADA DEL NORTE SAC,SIN_DATOS
90912,5094,95,4,RED DE ENERGIA DEL PERU SA,,,,0.0,,RED DE ENERGIA DEL PERU SA,SIN_DATOS
143730,19750,95,2,AC AGREGADOS SOCIEDAD ANONIMA - AC AGREGADOS S.A.,,,,0.0,,AC AGREGADOS SOCIEDAD ANONIMA - AC AGREGADOS S.A.,SIN_DATOS
141641,19029,48,1,CBC MARKET S.A.C.,,,,0.0,,CBC MARKET S.A.C.,SIN_DATOS
59493,17635,16,5,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,,,,0.0,,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,SIN_DATOS
98665,9897,95,1,METSO PERU S.A.,,,,0.0,,METSO PERU S.A.,SIN_DATOS
153921,21925,48,2,POLYROOF SOCIEDAD ANONIMA CERRADA - POLYROOF S.A.C.,,,,0.0,,POLYROOF SOCIEDAD ANONIMA CERRADA - POLYROOF S.A.C.,SIN_DATOS
56913,19724,95,10,UNIÓN DE CERVECERÍAS PERUANAS BACKUS Y JOHNSTON SOCIEDAD ANÓNIMA,,,,0.0,,UNIÓN DE CERVECERÍAS PERUANAS BACKUS Y JOHNSTON SOCIEDAD ANÓNIMA,SIN_DATOS
8795,3182,95,3,ELECTRO DUNAS S.A.A.,,,,0.0,,ELECTRO DUNAS S.A.A.,SIN_DATOS
22776,22440,95,10,CAL & CEMENTO SUR S.A.,,,,0.0,,CAL & CEMENTO SUR S.A.,SIN_DATOS
161437,25772,42,3,CONAFOVICER,,,,0.0,,CONAFOVICER,SIN_DATOS
22888,376,95,2,IMPORTACIONES HIRAOKA S.A.C.,,,,0.0,,IMPORTACIONES HIRAOKA S.A.C.,SIN_DATOS
23019,735,95,2,SANTILLANA SA,,,,0.0,,SANTILLANA SA,SIN_DATOS
154867,22119,95,3,PARQUE DEL NORTE S.A.,,,,0.0,,PARQUE DEL NORTE S.A.,SIN_DATOS
112332,13454,95,2,CANTALLOC SOCIEDAD ANONIMA CERRADA - CANTALLOC S.A.C.,,,,0.0,,CANTALLOC SOCIEDAD ANONIMA CERRADA - CANTALLOC S.A.C.,SIN_DATOS
90912,5051,96,3,RED DE ENERGIA DEL PERU SA,,,,0.0,,RED DE ENERGIA DEL PERU SA,SIN_DATOS
90912,5059,95,5,RED DE ENERGIA DEL PERU SA,,,,0.0,,RED DE ENERGIA DEL PERU SA,SIN_DATOS
104702,9377,95,5,SERVICIOS LOGISTICOS AUTOMOTRICES S.A.,,,,0.0,,SERVICIOS LOGISTICOS AUTOMOTRICES S.A.,SIN_DATOS
111548,10989,95,6,CENTENARIO DESARROLLO URBANO S.A.C,,,,0.0,,CENTENARIO DESARROLLO URBANO S.A.C,SIN_DATOS
9463,22054,95,12,BANCO INTERNACIONAL DEL PERU-INTERBANK,,,,0.0,,BANCO INTERNACIONAL DEL PERU-INTERBANK,SIN_DATOS
114371,25721,95,2,NUESTRA SENORA DEL SAGRADO CORAZON,,,,0.0,,NUESTRA SENORA DEL SAGRADO CORAZON,SIN_DATOS
72182,3593,53,1,CORPORACION MG SOCIEDAD ANONIMA CERRADA,,,,0.0,,CORPORACION MG SOCIEDAD ANONIMA CERRADA,SIN_DATOS
62015,24667,41,1,INVERS.MARITIMAS UNIVERSALES PERU S.A,,,,0.0,,INVERS.MARITIMAS UNIVERSALES PERU S.A,SIN_DATOS
7242,17405,41,2,TRANSPORTES CRUZ DEL SUR S.A.C.,,,,0.0,,TRANSPORTES CRUZ DEL SUR S.A.C.,SIN_DATOS
8626,25685,95,1,ADMINISTRACION DE EMPRESAS S.A.C.,,,,0.0,,ADMINISTRACION DE EMPRESAS S.A.C.,SIN_DATOS
23085,22074,95,2,YURA S.A.,,,,0.0,,YURA S.A.,SIN_DATOS
19389,19389,113,4,(en blanco),,,,0.0,,(en blanco),SIN_DATOS
101799,8215,95,2,VIRU S.A.,,,,0.0,,VIRU S.A.,SIN_DATOS
61262,14671,95,2,COMPAÑIA PERUANA DE RADIODIFUSION S.A.,,,,0.0,,COMPAÑIA PERUANA DE RADIODIFUSION S.A.,SIN_DATOS
148081,20951,48,1,GARMENT TRADING S.A.C.,,,,0.0,,GARMENT TRADING S.A.C.,SIN_DATOS
72749,26487,95,2,ALBEMARCO S.A.C.,,,,0.0,,ALBEMARCO S.A.C.,SIN_DATOS
11883,25149,29,1,BANCO INTERAMERICANO DE FINANZAS,,,,0.0,,BANCO INTERAMERICANO DE FINANZAS,SIN_DATOS
69289,19527,80,1,MINSUR S. A.,,,,0.0,,MINSUR S. A.,SIN_DATOS
188347,26521,99,2,VILLA MBC LOGISTICA S.A.C.,,,,0.0,,VILLA MBC LOGISTICA S.A.C.,SIN_DATOS
60776,25636,26,1,HERMES TRANSPORTES BLINDADOS  S A,,,,0.0,,HERMES TRANSPORTES BLINDADOS  S A,SIN_DATOS
23085,675,152,2,YURA S.A.,,,,0.0,,YURA S.A.,SIN_DATOS
22801,23037,643,1,CORPORACION ACEROS AREQUIPA S.A.,,,,0.0,,CORPORACION ACEROS AREQUIPA S.A.,SIN_DATOS
8330,23836,95,2,SAN FERNANDO S.A.,,,,0.0,,SAN FERNANDO S.A.,SIN_DATOS
85657,12505,42,1,SIKA PERU S.A.C.,,,,0.0,,SIKA PERU S.A.C.,SIN_DATOS
7006,16468,42,1,REPSOL COMERCIAL SAC,,,,0.0,,REPSOL COMERCIAL SAC,SIN_DATOS
15814,15814,48,2,(en blanco),,,,0.0,,(en blanco),SIN_DATOS
85783,3948,16,1,BRECA BANCA S.A.C.,,,,0.0,,BRECA BANCA S.A.C.,SIN_DATOS
10864,847,53,2,COLEGIO SS CC RECOLETA,,,,0.0,,COLEGIO SS CC RECOLETA,SIN_DATOS
102436,8322,95,3,INNOVACIONES DIAGNOSTICAS INTELIGENTES S.A.C.,,,,0.0,,INNOVACIONES DIAGNOSTICAS INTELIGENTES S.A.C.,SIN_DATOS
64432,2791,95,5,CORPORACION PERUANA DE PRODUCTOS QUIMICOS S.A. - CPPQ S.A.,,,,0.0,,CORPORACION PERUANA DE PRODUCTOS QUIMICOS S.A. - CPPQ S.A.,SIN_DATOS
176426,24670,95,5,INVERSIONES MARITIMAS UNIVERSALES DEPOSITOS S.A.,,,,0.0,,INVERSIONES MARITIMAS UNIVERSALES DEPOSITOS S.A.,SIN_DATOS
167344,26508,95,3,CMT DEL SUR SAC,,,,0.0,,CMT DEL SUR SAC,SIN_DATOS
23444,19342,42,2,DISTRIBUIDORA EXCLUSIVA DE PRODUCTOS DE CALIDAD SOCIEDAD ANONIMA,,,,0.0,,DISTRIBUIDORA EXCLUSIVA DE PRODUCTOS DE CALIDAD SOCIEDAD ANONIMA,SIN_DATOS
58298,3290,95,6,SOCIEDAD NACIONAL DE INDUSTRIAS,,,,0.0,,SOCIEDAD NACIONAL DE INDUSTRIAS,SIN_DATOS
59493,17638,18,1,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,,,,0.0,,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,SIN_DATOS
143729,19747,95,5,LABORATORIOS AC FARMA S.A.,,,,0.0,,LABORATORIOS AC FARMA S.A.,SIN_DATOS
55081,12408,95,5,MAERSK LOGISTICS & SERVICES PERU S.A.,,,,0.0,,MAERSK LOGISTICS & SERVICES PERU S.A.,SIN_DATOS
8601,22839,96,3,SOCIEDAD MINERA EL BROCAL S.A.A.,,,,0.0,,SOCIEDAD MINERA EL BROCAL S.A.A.,SIN_DATOS
11883,25088,29,2,BANCO INTERAMERICANO DE FINANZAS,,,,0.0,,BANCO INTERAMERICANO DE FINANZAS,SIN_DATOS
64608,26437,95,2,DIVECENTER S.A.C.,,,,0.0,,DIVECENTER S.A.C.,SIN_DATOS
70588,13235,41,6,REAL PLAZA S.R.L.,,,,0.0,,REAL PLAZA S.R.L.,SIN_DATOS
71436,14023,42,2,ALICORP SAA,,,,0.0,,ALICORP SAA,SIN_DATOS
131380,14707,48,1,PERUANA DE MOLDEADOS S.A.C.,,,,0.0,,PERUANA DE MOLDEADOS S.A.C.,SIN_DATOS
23649,4924,80,2,LECHE GLORIA SOCIEDAD ANONIMA - GLORIA S.A.,,,,0.0,,LECHE GLORIA SOCIEDAD ANONIMA - GLORIA S.A.,SIN_DATOS
15837,15837,796,1,(en blanco),,,,0.0,,(en blanco),SIN_DATOS
21868,21868,95,3,(en blanco),,,,0.0,,(en blanco),SIN_DATOS
8795,3187,95,2,ELECTRO DUNAS S.A.A.,,,,0.0,,ELECTRO DUNAS S.A.A.,SIN_DATOS
85555,3411,48,1,I & G HISPANIA S.A.C.,,,,0.0,,I & G HISPANIA S.A.C.,SIN_DATOS
22994,9145,95,2,ANDERS PERU S.A.C.,,,,0.0,,ANDERS PERU S.A.C.,SIN_DATOS
56913,19716,95,3,UNIÓN DE CERVECERÍAS PERUANAS BACKUS Y JOHNSTON SOCIEDAD ANÓNIMA,,,,0.0,,UNIÓN DE CERVECERÍAS PERUANAS BACKUS Y JOHNSTON SOCIEDAD ANÓNIMA,SIN_DATOS
146309,26523,95,2,ENEL GENERACION PIURA S.A.,,,,0.0,,ENEL GENERACION PIURA S.A.,SIN_DATOS
70588,13239,42,1,REAL PLAZA S.R.L.,,,,0.0,,REAL PLAZA S.R.L.,SIN_DATOS
71965,12909,42,1,AEROPUERTOS ANDINOS DEL PERU S.A.,,,,0.0,,AEROPUERTOS ANDINOS DEL PERU S.A.,SIN_DATOS
154176,21974,95,4,INVERSIONES MIRAFLORES 1 S.A.C.,,,,0.0,,INVERSIONES MIRAFLORES 1 S.A.C.,SIN_DATOS
69289,26665,95,20,MINSUR S. A.,,,,0.0,,MINSUR S. A.,SIN_DATOS
77667,19014,95,1,PESQUERA DIAMANTE S.A.,,,,0.0,,PESQUERA DIAMANTE S.A.,SIN_DATOS
7594,16497,27,1,P&D ANDINA ALIMENTOS S.A.,,,,0.0,,P&D ANDINA ALIMENTOS S.A.,SIN_DATOS
108939,17969,95,1,LIDERMAN SERVICIOS S.A.C.,,,,0.0,,LIDERMAN SERVICIOS S.A.C.,SIN_DATOS
23444,475,42,2,DISTRIBUIDORA EXCLUSIVA DE PRODUCTOS DE CALIDAD SOCIEDAD ANONIMA,,,,0.0,,DISTRIBUIDORA EXCLUSIVA DE PRODUCTOS DE CALIDAD SOCIEDAD ANONIMA,SIN_DATOS
22739,26261,95,9,ADMINISTRACION INMOBILIARIA SOCIEDAD ANONIMA CERRADA,,,,0.0,,ADMINISTRACION INMOBILIARIA SOCIEDAD ANONIMA CERRADA,SIN_DATOS
64990,1893,26,1,FINANCIERA QAPAQ S.A.,,,,0.0,,FINANCIERA QAPAQ S.A.,SIN_DATOS
54556,611,95,5,MEGA LABS LATAM S.A.,,,,0.0,,MEGA LABS LATAM S.A.,SIN_DATOS
8795,3185,95,2,ELECTRO DUNAS S.A.A.,,,,0.0,,ELECTRO DUNAS S.A.A.,SIN_DATOS
7592,4996,99,2,COMPAÑIA MINERA ANTAMINA S.A.,,,,0.0,,COMPAÑIA MINERA ANTAMINA S.A.,SIN_DATOS
59493,17646,48,1,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,,,,0.0,,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,SIN_DATOS
77526,4103,42,1,COMPAÑIA DE MINAS BUENAVENTURA S.A.A.,,,,0.0,,COMPAÑIA DE MINAS BUENAVENTURA S.A.A.,SIN_DATOS
23001,26419,95,5,SOLGAS S.A.,,,,0.0,,SOLGAS S.A.,SIN_DATOS
22801,23037,42,1,CORPORACION ACEROS AREQUIPA S.A.,,,,0.0,,CORPORACION ACEROS AREQUIPA S.A.,SIN_DATOS
93918,23985,96,3,CONSORCIO TRANSMANTARO S.A.,,,,0.0,,CONSORCIO TRANSMANTARO S.A.,SIN_DATOS
73398,17320,95,5,CUPRICA S.A.C.,,,,0.0,,CUPRICA S.A.C.,SIN_DATOS
56913,19714,95,3,UNIÓN DE CERVECERÍAS PERUANAS BACKUS Y JOHNSTON SOCIEDAD ANÓNIMA,,,,0.0,,UNIÓN DE CERVECERÍAS PERUANAS BACKUS Y JOHNSTON SOCIEDAD ANÓNIMA,SIN_DATOS
59493,9548,42,1,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,,,,0.0,,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,SIN_DATOS
22776,15129,95,3,CAL & CEMENTO SUR S.A.,,,,0.0,,CAL & CEMENTO SUR S.A.,SIN_DATOS
24308,1311,41,1,ROSEN PERU S.A.,,,,0.0,,ROSEN PERU S.A.,SIN_DATOS
141495,18988,95,2,CONTUGAS S.A.C.,,,,0.0,,CONTUGAS S.A.C.,SIN_DATOS
90912,5079,95,3,RED DE ENERGIA DEL PERU SA,,,,0.0,,RED DE ENERGIA DEL PERU SA,SIN_DATOS
72182,3077,7,2,CORPORACION MG SOCIEDAD ANONIMA CERRADA,,,,0.0,,CORPORACION MG SOCIEDAD ANONIMA CERRADA,SIN_DATOS
66303,7300,95,5,AGP PERU S.A.C.,,,,0.0,,AGP PERU S.A.C.,SIN_DATOS
23973,20339,95,7,MEDIFARMA S A,,,,0.0,,MEDIFARMA S A,SIN_DATOS
134997,21229,41,1,HITACHI ENERGY PERU S.A.,,,,0.0,,HITACHI ENERGY PERU S.A.,SIN_DATOS
90912,5067,95,2,RED DE ENERGIA DEL PERU SA,,,,0.0,,RED DE ENERGIA DEL PERU SA,SIN_DATOS
68590,20033,95,64,REFINERIA LA PAMPILLA S.A.A,,,,0.0,,REFINERIA LA PAMPILLA S.A.A,SIN_DATOS
80448,3032,96,7,PROCESADORA INDUSTRIAL RIO SECO S.A.,,,,0.0,,PROCESADORA INDUSTRIAL RIO SECO S.A.,SIN_DATOS
90476,7291,95,2,"PAT. EN FID., D.LEG- N° 861, NO INS. EN LA SMV, DIR.A INVERSIONIS",,,,0.0,,"PAT. EN FID., D.LEG- N° 861, NO INS. EN LA SMV, DIR.A INVERSIONIS",SIN_DATOS
55024,21149,95,2,DP WORLD LOGISTICS S.R.L.,,,,0.0,,DP WORLD LOGISTICS S.R.L.,SIN_DATOS
87857,18989,48,1,SOFTYS PERU S.A.C.,,,,0.0,,SOFTYS PERU S.A.C.,SIN_DATOS
59493,9515,97,1,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,,,,0.0,,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,SIN_DATOS
24546,18080,95,5,TRUPAL S.A.,,,,0.0,,TRUPAL S.A.,SIN_DATOS
56913,19703,48,1,UNIÓN DE CERVECERÍAS PERUANAS BACKUS Y JOHNSTON SOCIEDAD ANÓNIMA,,,,0.0,,UNIÓN DE CERVECERÍAS PERUANAS BACKUS Y JOHNSTON SOCIEDAD ANÓNIMA,SIN_DATOS
132386,15042,95,2,TECNOMINA S.A.C,,,,0.0,,TECNOMINA S.A.C,SIN_DATOS
154886,22159,53,1,INDUSTRIAS DEL ENVASE S A,,,,0.0,,INDUSTRIAS DEL ENVASE S A,SIN_DATOS
7214,15546,95,2,J & V RESGUARDO S.A.C.,,,,0.0,,J & V RESGUARDO S.A.C.,SIN_DATOS
54554,607,95,2,PROFUTURO AFP,,,,0.0,,PROFUTURO AFP,SIN_DATOS
23649,18081,95,2,LECHE GLORIA SOCIEDAD ANONIMA - GLORIA S.A.,,,,0.0,,LECHE GLORIA SOCIEDAD ANONIMA - GLORIA S.A.,SIN_DATOS
59493,17653,95,2,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,,,,0.0,,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,SIN_DATOS
70948,25175,95,2,INCA RAIL S.A.,,,,0.0,,INCA RAIL S.A.,SIN_DATOS
66944,7733,42,1,GESTION DE SERVICIOS AMBIENTALES S.A.C.,,,,0.0,,GESTION DE SERVICIOS AMBIENTALES S.A.C.,SIN_DATOS
22888,378,95,6,IMPORTACIONES HIRAOKA S.A.C.,,,,0.0,,IMPORTACIONES HIRAOKA S.A.C.,SIN_DATOS
67486,8165,95,1,STATKRAFT PERU S.A.,,,,0.0,,STATKRAFT PERU S.A.,SIN_DATOS
23444,19342,95,4,DISTRIBUIDORA EXCLUSIVA DE PRODUCTOS DE CALIDAD SOCIEDAD ANONIMA,,,,0.0,,DISTRIBUIDORA EXCLUSIVA DE PRODUCTOS DE CALIDAD SOCIEDAD ANONIMA,SIN_DATOS
70588,13229,41,5,REAL PLAZA S.R.L.,,,,0.0,,REAL PLAZA S.R.L.,SIN_DATOS
9463,22041,59,2,BANCO INTERNACIONAL DEL PERU-INTERBANK,,,,0.0,,BANCO INTERNACIONAL DEL PERU-INTERBANK,SIN_DATOS
15858,15858,41,1,(en blanco),,,,0.0,,(en blanco),SIN_DATOS
137079,26455,80,1,"PATRIMONIO EN FIDEICOMISO - D.LEG. N° 861, TITULO XI, CUSCO 2018",,,,0.0,,"PATRIMONIO EN FIDEICOMISO - D.LEG. N° 861, TITULO XI, CUSCO 2018",SIN_DATOS
15855,15855,53,1,(en blanco),,,,0.0,,(en blanco),SIN_DATOS
22949,17486,95,2,MOLITALIA S.A,,,,0.0,,MOLITALIA S.A,SIN_DATOS
60776,25635,26,1,HERMES TRANSPORTES BLINDADOS  S A,,,,0.0,,HERMES TRANSPORTES BLINDADOS  S A,SIN_DATOS
7139,23455,42,1,BANCO DE CREDITO DEL PERU,,,,0.0,,BANCO DE CREDITO DEL PERU,SIN_DATOS
111643,18381,95,2,INVERSIONES NUEVA METROPOLI S.A.C.,,,,0.0,,INVERSIONES NUEVA METROPOLI S.A.C.,SIN_DATOS
82721,3242,95,3,OPPLUS OPERACIONES Y SERVICIOS SUCURSAL PERU,,,,0.0,,OPPLUS OPERACIONES Y SERVICIOS SUCURSAL PERU,SIN_DATOS
111548,26493,95,1,CENTENARIO DESARROLLO URBANO S.A.C,,,,0.0,,CENTENARIO DESARROLLO URBANO S.A.C,SIN_DATOS
90912,26583,42,1,RED DE ENERGIA DEL PERU SA,,,,0.0,,RED DE ENERGIA DEL PERU SA,SIN_DATOS
176426,26033,48,1,INVERSIONES MARITIMAS UNIVERSALES DEPOSITOS S.A.,,,,0.0,,INVERSIONES MARITIMAS UNIVERSALES DEPOSITOS S.A.,SIN_DATOS
59493,17646,95,4,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,,,,0.0,,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,SIN_DATOS
57387,4689,95,3,BLUE MARLIN BEACH CLUB S.A.,,,,0.0,,BLUE MARLIN BEACH CLUB S.A.,SIN_DATOS
56913,19712,95,5,UNIÓN DE CERVECERÍAS PERUANAS BACKUS Y JOHNSTON SOCIEDAD ANÓNIMA,,,,0.0,,UNIÓN DE CERVECERÍAS PERUANAS BACKUS Y JOHNSTON SOCIEDAD ANÓNIMA,SIN_DATOS
23649,353,42,2,LECHE GLORIA SOCIEDAD ANONIMA - GLORIA S.A.,,,,0.0,,LECHE GLORIA SOCIEDAD ANONIMA - GLORIA S.A.,SIN_DATOS
22801,23659,95,3,CORPORACION ACEROS AREQUIPA S.A.,,,,0.0,,CORPORACION ACEROS AREQUIPA S.A.,SIN_DATOS
152774,21738,95,2,INMOBILIARIA GI1 S.A.C.,,,,0.0,,INMOBILIARIA GI1 S.A.C.,SIN_DATOS
75979,6650,95,2,CONCRETOS SUPERMIX SOCIEDAD ANONIMA - CONCRETOS SUPERMIX S.A.,,,,0.0,,CONCRETOS SUPERMIX SOCIEDAD ANONIMA - CONCRETOS SUPERMIX S.A.,SIN_DATOS
8330,23848,95,2,SAN FERNANDO S.A.,,,,0.0,,SAN FERNANDO S.A.,SIN_DATOS
193407,25579,95,2,VARI ENERGIA S.A.C.,,,,0.0,,VARI ENERGIA S.A.C.,SIN_DATOS
93918,12665,95,3,CONSORCIO TRANSMANTARO S.A.,,,,0.0,,CONSORCIO TRANSMANTARO S.A.,SIN_DATOS
8386,13959,48,4,A W FABER CASTELL PERUANA S A,,,,0.0,,A W FABER CASTELL PERUANA S A,SIN_DATOS
71436,9700,95,5,ALICORP SAA,,,,0.0,,ALICORP SAA,SIN_DATOS
78929,4949,80,1,DORMESON S A,,,,0.0,,DORMESON S A,SIN_DATOS
61607,26256,95,2,MONTANA S A,,,,0.0,,MONTANA S A,SIN_DATOS
87857,18991,95,4,SOFTYS PERU S.A.C.,,,,0.0,,SOFTYS PERU S.A.C.,SIN_DATOS
61262,14667,95,3,COMPAÑIA PERUANA DE RADIODIFUSION S.A.,,,,0.0,,COMPAÑIA PERUANA DE RADIODIFUSION S.A.,SIN_DATOS
97938,17907,18,1,INSTITUTO DE EDUCACION SUPERIOR PRIVADO CIBERTEC S.A.C.,,,,0.0,,INSTITUTO DE EDUCACION SUPERIOR PRIVADO CIBERTEC S.A.C.,SIN_DATOS
82747,14097,95,2,FERREYROS SOCIEDAD ANÓNIMA,,,,0.0,,FERREYROS SOCIEDAD ANÓNIMA,SIN_DATOS
67379,26085,95,4,HAUG S.A.,,,,0.0,,HAUG S.A.,SIN_DATOS
89419,20294,95,3,PLUZ ENERGÍA PERÚ S.A.A.,,,,0.0,,PLUZ ENERGÍA PERÚ S.A.A.,SIN_DATOS
67887,9930,95,2,TRANSALTISA S.A.,,,,0.0,,TRANSALTISA S.A.,SIN_DATOS
146130,20198,95,6,CLINICA JAVIER PRADO S A,,,,0.0,,CLINICA JAVIER PRADO S A,SIN_DATOS
55081,8135,95,5,MAERSK LOGISTICS & SERVICES PERU S.A.,,,,0.0,,MAERSK LOGISTICS & SERVICES PERU S.A.,SIN_DATOS
159033,24637,95,3,UNIBELL S.A.C.,,,,0.0,,UNIBELL S.A.C.,SIN_DATOS
207914,26081,42,1,B MANAGEMENT SOCIEDAD ANONIMA CERRADA,,,,0.0,,B MANAGEMENT SOCIEDAD ANONIMA CERRADA,SIN_DATOS
69289,26668,80,1,MINSUR S. A.,,,,0.0,,MINSUR S. A.,SIN_DATOS
54550,22849,95,2,HIPERMERCADOS TOTTUS S.A.,,,,0.0,,HIPERMERCADOS TOTTUS S.A.,SIN_DATOS
22776,15103,95,5,CAL & CEMENTO SUR S.A.,,,,0.0,,CAL & CEMENTO SUR S.A.,SIN_DATOS
112603,10236,95,2,"HOLDER MERINO DE ONRUBIA, TERESA MANUELA",,,,0.0,,"HOLDER MERINO DE ONRUBIA, TERESA MANUELA",SIN_DATOS
7242,17543,41,2,TRANSPORTES CRUZ DEL SUR S.A.C.,,,,0.0,,TRANSPORTES CRUZ DEL SUR S.A.C.,SIN_DATOS
163400,23431,95,3,MED DISTRIBUCIONES EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,,,,0.0,,MED DISTRIBUCIONES EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,SIN_DATOS
22776,15132,95,2,CAL & CEMENTO SUR S.A.,,,,0.0,,CAL & CEMENTO SUR S.A.,SIN_DATOS
112938,21410,95,2,INDIAN REPUESTOS S.A.C.,,,,0.0,,INDIAN REPUESTOS S.A.C.,SIN_DATOS
154886,22159,18,1,INDUSTRIAS DEL ENVASE S A,,,,0.0,,INDUSTRIAS DEL ENVASE S A,SIN_DATOS
56913,19715,95,3,UNIÓN DE CERVECERÍAS PERUANAS BACKUS Y JOHNSTON SOCIEDAD ANÓNIMA,,,,0.0,,UNIÓN DE CERVECERÍAS PERUANAS BACKUS Y JOHNSTON SOCIEDAD ANÓNIMA,SIN_DATOS
59493,17635,41,5,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,,,,0.0,,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,SIN_DATOS
24449,246,26,1,TOYOTA DEL PERU S A,,,,0.0,,TOYOTA DEL PERU S A,SIN_DATOS
23085,675,95,7,YURA S.A.,,,,0.0,,YURA S.A.,SIN_DATOS
73633,2439,95,5,FARGOLINE SOCIEDAD ANONIMA - FARGOLINE S.A.,,,,0.0,,FARGOLINE SOCIEDAD ANONIMA - FARGOLINE S.A.,SIN_DATOS
